TID: [-1234] [] [2017-12-07 21:57:18,686]  INFO {org.apache.synapse.config.xml.XMLConfigurationBuilder} -  Generating the Synapse configuration model by parsing the XML configuration {org.apache.synapse.config.xml.XMLConfigurationBuilder}
TID: [-1234] [] [2017-12-07 21:57:19,228]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} -  Sequence : dispatchSeq was added to the Synapse configuration successfully {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker}
TID: [-1234] [] [2017-12-07 21:57:19,299]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} -  Sequence : fault was added to the Synapse configuration successfully {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker}
TID: [-1234] [] [2017-12-07 21:57:19,339]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} -  Sequence : main was added to the Synapse configuration successfully {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker}
TID: [-1234] [] [2017-12-07 21:57:19,354]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} -  Sequence : outDispatchSeq was added to the Synapse configuration successfully {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker}
TID: [-1234] [] [2017-12-07 21:57:19,358]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} -  Sequence : _auth_failure_handler_ was added to the Synapse configuration successfully {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker}
TID: [-1234] [] [2017-12-07 21:57:19,411]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} -  Sequence : _build_ was added to the Synapse configuration successfully {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker}
TID: [-1234] [] [2017-12-07 21:57:19,458]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} -  Sequence : _cors_request_handler_ was added to the Synapse configuration successfully {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker}
TID: [-1234] [] [2017-12-07 21:57:19,477]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} -  Sequence : _production_key_error_ was added to the Synapse configuration successfully {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker}
TID: [-1234] [] [2017-12-07 21:57:19,502]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} -  Sequence : _resource_mismatch_handler_ was added to the Synapse configuration successfully {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker}
TID: [-1234] [] [2017-12-07 21:57:19,515]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} -  Sequence : _sandbox_key_error_ was added to the Synapse configuration successfully {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker}
TID: [-1234] [] [2017-12-07 21:57:19,527]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} -  Sequence : _throttle_out_handler_ was added to the Synapse configuration successfully {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker}
TID: [-1234] [] [2017-12-07 21:57:19,571]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} -  Sequence : _token_fault_ was added to the Synapse configuration successfully {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker}
TID: [-1234] [] [2017-12-07 21:57:19,639]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} -  Proxy service : WorkflowCallbackService was added to the Synapse configuration successfully {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker}
TID: [-1234] [] [2017-12-07 21:57:19,683]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} -  API : _WSO2AMAuthorizeAPI_ was added to the Synapse configuration successfully {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker}
TID: [-1234] [] [2017-12-07 21:57:19,698]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} -  API : _WSO2AMRevokeAPI_ was added to the Synapse configuration successfully {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker}
TID: [-1234] [] [2017-12-07 21:57:19,996]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} -  API : _WSO2AMTokenAPI_ was added to the Synapse configuration successfully {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker}
TID: [-1234] [] [2017-12-07 21:57:20,031]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} -  API : _WSO2AMUserInfoAPI_ was added to the Synapse configuration successfully {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker}
TID: [-1234] [] [2017-12-07 21:57:20,045]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} -  Inbound Endpoint : WebSocketInboundEndpoint was added to the Synapse configuration successfully {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker}
TID: [-1234] [] [2017-12-07 21:57:20,047]  INFO {org.apache.synapse.config.SynapseConfigurationBuilder} -  Loaded Synapse configuration from the artifact repository at : .\.\repository/deployment/server/synapse-configs\default {org.apache.synapse.config.SynapseConfigurationBuilder}
TID: [-1234] [] [2017-12-07 21:57:20,049]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} -  Local entry : SERVER_HOST was added to the Synapse configuration successfully {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker}
TID: [-1234] [] [2017-12-07 21:57:20,050]  INFO {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker} -  Local entry : SERVER_IP was added to the Synapse configuration successfully {org.wso2.carbon.mediation.dependency.mgt.DependencyTracker}
TID: [-1234] [] [2017-12-07 21:57:20,059]  INFO {org.apache.synapse.Axis2SynapseController} -  Loading mediator extensions... {org.apache.synapse.Axis2SynapseController}
TID: [-1234] [] [2017-12-07 21:57:22,667]  INFO {org.wso2.carbon.core.deployment.DeploymentInterceptor} -  Deploying Axis2 service: echo {super-tenant} {org.wso2.carbon.core.deployment.DeploymentInterceptor}
TID: [-1234] [] [2017-12-07 21:57:22,668]  INFO {org.apache.axis2.deployment.DeploymentEngine} -  Deploying Web service: Echo.aar - file:/C:/softwares/value-labs/wso2am-2.1.0/bin/../repository/deployment/server/axis2services/Echo.aar {org.apache.axis2.deployment.DeploymentEngine}
TID: [-1234] [] [2017-12-07 21:57:22,725]  INFO {org.wso2.carbon.core.deployment.DeploymentInterceptor} -  Deploying Axis2 service: Version {super-tenant} {org.wso2.carbon.core.deployment.DeploymentInterceptor}
TID: [-1234] [] [2017-12-07 21:57:22,726]  INFO {org.apache.axis2.deployment.DeploymentEngine} -  Deploying Web service: Version.aar - file:/C:/softwares/value-labs/wso2am-2.1.0/bin/../repository/deployment/server/axis2services/Version.aar {org.apache.axis2.deployment.DeploymentEngine}
TID: [-1234] [] [2017-12-07 21:57:22,736]  INFO {org.wso2.carbon.event.stream.core.EventStreamDeployer} -  Stream definition is deployed successfully  : org.wso2.throttle.globalThrottle.stream:1.0.0 {org.wso2.carbon.event.stream.core.EventStreamDeployer}
TID: [-1234] [] [2017-12-07 21:57:22,757]  INFO {org.wso2.carbon.event.stream.core.EventStreamDeployer} -  Stream definition is deployed successfully  : org.wso2.throttle.processed.request.stream:1.0.0 {org.wso2.carbon.event.stream.core.EventStreamDeployer}
TID: [-1234] [] [2017-12-07 21:57:22,769]  INFO {org.wso2.carbon.event.stream.core.EventStreamDeployer} -  Stream definition is deployed successfully  : org.wso2.throttle.request.stream:1.0.0 {org.wso2.carbon.event.stream.core.EventStreamDeployer}
TID: [-1234] [] [2017-12-07 21:57:22,838]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} -  WSO2EventConsumer added to the junction. Stream:org.wso2.throttle.globalThrottle.stream:1.0.0 {org.wso2.carbon.event.stream.core.internal.EventJunction}
TID: [-1234] [] [2017-12-07 21:57:22,840]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} -  Event Publisher configuration successfully deployed and in active state : jmsEventPublisher {org.wso2.carbon.event.publisher.core.EventPublisherDeployer}
TID: [-1234] [] [2017-12-07 21:57:22,864]  INFO {org.wso2.carbon.event.input.adapter.core.internal.InputAdapterRuntime} -  Connecting receiver throttleWSO2EventReceiver {org.wso2.carbon.event.input.adapter.core.internal.InputAdapterRuntime}
TID: [-1234] [] [2017-12-07 21:57:22,865]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} -  Producer added to the junction. Stream:org.wso2.throttle.request.stream:1.0.0 {org.wso2.carbon.event.stream.core.internal.EventJunction}
TID: [-1234] [] [2017-12-07 21:57:22,872]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} -  Event Receiver configuration successfully deployed and in active state: throttleWSO2EventReceiver {org.wso2.carbon.event.receiver.core.EventReceiverDeployer}
TID: [-1234] [] [2017-12-07 21:57:23,130]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} -  Producer added to the junction. Stream:org.wso2.throttle.processed.request.stream:1.0.0 {org.wso2.carbon.event.stream.core.internal.EventJunction}
TID: [-1234] [] [2017-12-07 21:57:23,132]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} -  Consumer added to the junction. Stream:org.wso2.throttle.request.stream:1.0.0 {org.wso2.carbon.event.stream.core.internal.EventJunction}
TID: [-1234] [] [2017-12-07 21:57:23,135]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} -  Execution plan is deployed successfully and in active state  : requestPreProcessorExecutionPlan {org.wso2.carbon.event.processor.core.EventProcessorDeployer}
TID: [-1234] [] [2017-12-07 21:57:23,283]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} -  Producer added to the junction. Stream:org.wso2.throttle.globalThrottle.stream:1.0.0 {org.wso2.carbon.event.stream.core.internal.EventJunction}
TID: [-1234] [] [2017-12-07 21:57:23,284]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} -  Consumer added to the junction. Stream:org.wso2.throttle.processed.request.stream:1.0.0 {org.wso2.carbon.event.stream.core.internal.EventJunction}
TID: [-1234] [] [2017-12-07 21:57:23,289]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} -  Execution plan is deployed successfully and in active state  : carbon.super_app_10PerMin {org.wso2.carbon.event.processor.core.EventProcessorDeployer}
